geo_code,geo_name,country_code,n_indicators_with_any_data,mean_avail_ratio,median_avail_ratio,pct_indicators_ge_0_7,pct_indicators_ge_0_9,flag_rate,avail_HLTH_RS_BDS1_HBEDT_TOTAL,avail_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,avail_SDG_11_60,avail_SDG_17_60_VHCN_FX_TOTAL,avail_TRNG_LFSE_01_T_Y25-74,avail_URB_CEDUC_TE1026V,avail_URB_CLMA_EC1010V,avail_URB_CLMA_EC1177V,avail_URB_CPOP1_DE1001V,avail_URB_CPOPCB_DE2009V,avail_URB_CTOUR_CR2001V,avail_URB_CTRAN_TT1057I,avail_WHO_NO2,avail_WHO_PM10,avail_WHO_PM25
CH005C,Lausanne (greater city),CH,12,0.8472222222222222,0.8333333333333333,0.9166666666666666,0.3333333333333333,0.3111111111111111,1.0,0.5,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,,,
CH006C,Lucerne (greater city),CH,12,0.8472222222222222,0.8333333333333333,0.9166666666666666,0.3333333333333333,0.3111111111111111,1.0,0.5,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,,,
CH007C,Winterthur,CH,12,0.8194444444444445,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.28735632183908044,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,,,
CH008C,Lugano (greater city),CH,12,0.8472222222222222,0.8333333333333333,0.9166666666666666,0.3333333333333333,0.3111111111111111,1.0,0.5,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,,,
CH009C,St. Gallen (greater city),CH,12,0.8287037037037037,0.8333333333333333,0.75,0.3333333333333333,0.2840909090909091,1.0,0.5,1.0,1.0,1.0,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,,,
CY001C,Lefkosia (greater city),CY,6,0.8703703703703703,1.0,0.8333333333333334,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,,,,0.2222222222222222,,,,,,
CZ001C,Praha,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.14545454545454545,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ002C,Brno,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ003C,Ostrava,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ004C,Plzeň,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ005C,Ústí nad Labem,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ006C,Olomouc,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ007C,Liberec (greater city),CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ008C,České Budějovice,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ009C,Hradec Králové,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ010C,Pardubice,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ011C,Zlín,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ012C,Kladno,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ013C,Karlovy Vary,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ014C,Jihlava,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ015C,Havířov,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ016C,Most,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ017C,Karviná,CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11320754716981132,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
CZ018C,Chomutov-Jirkov (greater city),CZ,9,0.7160493827160495,1.0,0.6666666666666666,0.5555555555555556,0.11538461538461539,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8888888888888888,,,,,,
DE001C,Berlin,DE,11,0.9494949494949495,1.0,0.9090909090909091,0.8181818181818182,0.1346153846153846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.6666666666666666,0.7777777777777778,,,
DE002C,Hamburg,DE,12,0.9351851851851851,1.0,0.9166666666666666,0.75,0.17117117117117117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,,,
DE003C,München,DE,12,0.9166666666666666,1.0,0.8333333333333334,0.75,0.1743119266055046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,,,
DE004C,Köln,DE,12,0.9351851851851851,1.0,0.9166666666666666,0.75,0.17117117117117117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,,,
DE005C,Frankfurt am Main,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE006C,Essen,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.19642857142857142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,,,
DE007C,Stuttgart,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE008C,Leipzig,DE,12,0.9166666666666666,1.0,0.8333333333333334,0.75,0.1559633027522936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,,,
DE009C,Dresden,DE,12,0.9166666666666666,1.0,0.8333333333333334,0.75,0.1559633027522936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,,,
DE010C,Dortmund,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.1875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,,,
DE011C,Düsseldorf,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE012C,Bremen,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE013C,Hannover,DE,12,0.9166666666666666,1.0,0.8333333333333334,0.75,0.1743119266055046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,,,
DE014C,Nürnberg,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,,,
DE015C,Bochum,DE,12,0.8796296296296297,1.0,0.8333333333333334,0.75,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.6666666666666666,0.7777777777777778,,,
DE016C,Bielefeld,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE017C,Halle an der Saale,DE,12,0.9537037037037037,1.0,0.9166666666666666,0.8333333333333334,0.18584070796460178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE018C,Magdeburg,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE019C,Wiesbaden,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,,,
DE020C,Göttingen,DE,12,0.9074074074074074,1.0,0.8333333333333334,0.6666666666666666,0.14953271028037382,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,,,
DE021C,Mülheim a.d.Ruhr,DE,12,0.8981481481481483,1.0,0.75,0.6666666666666666,0.14018691588785046,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,,,
DE022C,Moers,DE,12,0.8518518518518517,1.0,0.75,0.5833333333333334,0.16161616161616163,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,,,
DE023C,Darmstadt,DE,12,0.8796296296296297,1.0,0.75,0.6666666666666666,0.12380952380952381,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444,0.6666666666666666,0.7777777777777778,,,
DE024C,Trier,DE,12,0.9166666666666666,1.0,0.8333333333333334,0.6666666666666666,0.1651376146788991,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778,,,
DE025C,Freiburg im Breisgau,DE,12,0.9351851851851851,1.0,0.9166666666666666,0.75,0.17117117117117117,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE026C,Regensburg,DE,11,0.9191919191919191,1.0,0.8181818181818182,0.7272727272727273,0.10891089108910891,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,0.6666666666666666,0.7777777777777778,,,
DE027C,Frankfurt (Oder),DE,11,0.9191919191919191,1.0,0.8181818181818182,0.7272727272727273,0.10891089108910891,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,0.6666666666666666,0.7777777777777778,,,
DE028C,Weimar,DE,12,0.9259259259259259,1.0,0.8333333333333334,0.75,0.16363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
DE029C,Schwerin,DE,12,0.8518518518518517,1.0,0.75,0.6666666666666666,0.12,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.1111111111111111,0.6666666666666666,0.7777777777777778,,,
DE030C,Erfurt,DE,12,0.9166666666666666,1.0,0.9166666666666666,0.6666666666666666,0.1559633027522936,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,,,
DE031C,Augsburg,DE,12,0.9444444444444445,1.0,0.9166666666666666,0.75,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,,,
