geo_code,URB_CEDUC_TE1026V,URB_CLMA_EC1010V,URB_CLMA_EC1177V,URB_CPOP1_DE1001V,URB_CPOPCB_DE2009V,URB_CTRAN_TT1057I
FR009C,67048.2,32235.8,168469.4,430693.6,99243.2,424.504
FR010C,46434.8,25074.0,123494.6,331436.0,42783.0,477.29799999999994
FR011C,81639.6,31129.6,139073.2,369883.0,79082.2,483.96400000000006
FR012C,62435.8,22492.4,146258.0,366223.0,75119.2,472.428
FR013C,32865.2,17732.8,92753.4,245586.8,34292.4,519.356
FR014C,3275.0,14928.6,87260.6,239140.0,52842.0,522.302
FR015C,14212.2,14512.8,86878.4,239304.6,40280.8,504.13599999999997
FR016C,68651.0,18694.2,110484.8,274149.2,35044.0,490.04200000000003
FR017C,29336.6,16035.2,77288.8,207741.8,26839.0,491.218
FR018C,20404.2,15655.2,97686.4,244347.8,44034.8,524.764
FR019C,49299.0,15969.6,82911.0,223835.6,32936.4,481.36800000000005
FR020C,36681.8,13047.4,78991.6,201101.0,29167.6,501.12
FR021C,41559.8,13646.0,72432.8,190401.6,30857.2,527.886
FR022C,12388.2,16682.2,65283.4,191860.4,20117.0,455.774
FR023C,26559.2,16305.6,69552.6,207806.4,38689.8,468.79800000000006
FR024C,45347.8,15698.6,76810.0,208099.8,23266.6,512.382
FR025C,10734.8,17591.2,70745.6,204943.0,44696.8,503.0
FR026C,5842.0,17913.6,64543.4,202420.0,10627.0,467.13199999999995
FR027C,23164.6,12475.0,65035.4,167641.0,31117.6,484.828
FR028C,13376.6,12103.8,46761.8,148847.6,30616.2,476.36800000000005
FR029C,13302.4,12137.6,53864.2,152365.8,18249.6,490.066
FR030C,15528.4,19836.6,48919.0,153652.0,15743.4,409.116
FR031C,35557.0,13193.8,67318.4,181547.6,18539.6,515.386
FR032C,19767.6,10227.8,49807.6,141521.6,19819.4,558.914
FR033C,38986.0,8219.8,58980.0,146152.6,26040.0,533.2479999999999
FR034C,27093.6,10084.2,53869.0,139919.2,13200.4,527.11
FR035C,30350.6,12623.0,52026.2,148012.8,17893.8,445.372
FR036C,5662.4,12402.0,47565.6,140913.4,11939.6,488.366
FR037C,9650.6,12002.2,40618.8,141430.6,30720.6,493.896
FR038C,7649.2,6234.6,57739.8,130734.6,19466.6,567.2520000000001
FR039C,24118.2,8502.2,43454.8,118440.0,18818.6,493.02799999999996
FR040C,6447.0,7126.6,49339.0,127369.4,14593.4,618.708
FR041C,377.4,6683.2,38926.2,115276.2,18340.0,590.8639999999999
FR042C,12017.2,7925.8,40685.6,110821.8,18746.4,576.824
FR043C,10784.2,11406.6,46082.4,138282.0,30617.6,525.618
FR044C,9311.2,10236.0,37669.4,112910.0,18202.2,481.476
FR045C,15693.6,11572.4,42601.8,127098.2,10681.6,467.342
FR046C,8272.0,12590.8,49265.0,135382.0,7413.4,461.89
FR047C,28415.2,7599.8,35320.4,99616.6,13553.0,520.336
FR048C,7128.6,6466.2,35302.2,95317.2,15918.0,535.972
FR049C,756.0,4955.6,30023.8,91939.6,16005.8,599.4359999999999
FR050C,7466.4,6284.6,46723.8,116531.0,16018.0,551.798
FR051C,1287.8,7090.0,31159.4,88771.4,24541.8,401.776
FR052C,3673.8,7674.8,27833.6,85722.4,5902.6,464.296
FR053C,4157.0,6996.8,38683.8,98902.8,25672.6,430.91
FR054C,15038.6,6732.4,33129.2,94522.6,9782.2,539.492
FR055C,6817.4,5832.8,29118.2,80618.8,7968.6,538.008
FR056C,1890.4,4689.4,31192.6,78263.6,4299.8,573.522
FR057C,2305.2,6525.4,21893.0,79149.2,16559.6,466.87
FR058C,2001.4,5143.0,29497.6,75764.2,10983.2,520.4159999999999
FR059C,1387.6,7033.4,24138.4,77443.6,22932.2,378.178
FR060C,4811.4,6884.8,24676.8,74149.4,2666.0,437.108
FR061C,3742.0,7310.0,21355.2,69589.4,4447.6,438.87
FR062C,582.6,,,,,
FR063C,2652.0,5783.8,22629.0,72214.4,14467.2,521.4440000000001
FR064C,9412.0,5275.6,24991.2,66804.2,4718.4,489.72799999999995
FR065C,3271.0,5155.6,26783.4,68153.8,11965.8,512.4739999999999
FR066C,476.4,4336.2,23208.0,64934.0,11239.4,575.4159999999999
FR067C,1169.6,4544.8,27251.6,66113.8,14628.8,405.882
FR068C,3946.4,4394.6,23168.6,64302.2,8036.8,553.332
FR069C,4321.2,4475.0,26037.2,71873.8,6385.8,574.5519999999999
FR070C,4905.4,4122.4,25150.6,63618.8,4484.8,602.6600000000001
FR071C,4014.4,5082.4,21607.2,61094.0,10745.4,503.322
FR072C,4463.6,8701.8,18908.4,64505.0,23144.2,272.45
FR073C,133.8,4438.6,25243.8,67351.0,12327.4,557.636
FR074C,240.8,8066.8,14084.2,53773.2,1251.6,350.136
FR075C,7539.8,3287.2,19042.8,54109.8,5062.2,578.7360000000001
FR076C,654.6,5603.8,26705.0,62823.8,21194.0,502.1
FR077C,245.8,2896.2,15002.4,37592.6,13778.6,559.1139999999999
GRC_Agrinio_GRC,,,,,,
GRC_Akrini_GRC,,,,,,
GRC_Aliartos_GRC,,,,,,
GRC_Amfissa_GRC,,,,,,
GRC_Anatoliko_GRC,,,,,,
GRC_Athina_GRC,,,,,,
GRC_Chalkida_GRC,,,,,,
GRC_Chania_GRC,,,,,,
GRC_Elefsina_GRC,,,,,,
GRC_Ioannina_GRC,,,,,,
GRC_Irakleio_GRC,,,,,,
GRC_Karpenisi_GRC,,,,,,
GRC_Kavala_GRC,,,,,,
GRC_Koropi_GRC,,,,,,
GRC_Kozani_GRC,,,,,,
GRC_Lamia_GRC,,,,,,
GRC_Larisa_GRC,,,,,,
GRC_Livadeia_GRC,,,,,,
GRC_Neochoropoulo_GRC,,,,,,
GRC_Neochorouda_GRC,,,,,,
GRC_Panorama_GRC,,,,,,
GRC_Patra_GRC,,,,,,
GRC_Ptolemaida_GRC,,,,,,
GRC_Sindos_GRC,,,,,,
GRC_Thessaloniki_GRC,,,,,,
GRC_Volos_GRC,,,,,,
HR001C,78131.8,22217.2,352591.6,797730.8,142501.5,357.534
HR002C,15250.6,3424.8,48855.4,113994.6,18465.5,443.392
HR003C,2485.2,2107.2,17502.2,52436.8,15418.25,371.988
HR004C,13874.2,4348.6,39620.8,101832.2,15247.0,339.48999999999995
HR005C,18844.4,7735.2,65238.6,166829.4,17906.75,408.69
HR006C,3615.4,1396.2,22489.2,55175.4,11831.0,478.244
HR007C,5181.8,2324.2,26848.0,73797.4,8356.75,399.348
HU001C,149667.2857142857,18816.285714285714,857137.0,1725654.5,193453.2857142857,402.0833333333333
HU002C,8949.0,4434.571428571428,67854.0,151082.5,5210.571428571428,359.67333333333335
HU003C,5004.571428571428,2013.857142857143,55103.0,116420.0,6952.714285714285,411.75
HU004C,18736.0,2725.5714285714284,63837.0,141432.0,10863.0,390.3333333333333
HU005C,24948.0,4967.0,92420.0,201173.16666666666,16479.285714285714,382.8183333333333
HU006C,20638.0,1908.4285714285713,75305.0,159570.16666666666,17620.571428571428,366.97166666666664
HU007C,11752.57142857143,1070.2857142857142,64644.0,131824.0,8082.571428571428,417.66
HU008C,3767.0,2168.285714285714,52662.0,109982.83333333333,5697.0,451.325
HU009C,1489.4285714285713,1213.857142857143,46781.0,96200.66666666667,4623.571428571428,460.37833333333333
HU010C,2289.1428571428573,1242.7142857142858,37881.0,78287.0,2962.5714285714284,442.45666666666665
HU011C,701.1666666666666,1900.8333333333333,31049.0,69830.83333333333,2225.0,374.5
HU012C,442.57142857142856,1032.4285714285713,33232.0,65490.5,3690.714285714286,419.5833333333333
HU013C,4359.5,700.0,27527.0,58447.666666666664,2785.1666666666665,418.4583333333333
HU014C,263.6666666666667,1591.8333333333333,25901.0,57899.833333333336,2442.5,409.62000000000006
HU015C,2797.8333333333335,1309.8333333333333,26433.0,60282.833333333336,1801.3333333333333,415.77666666666664
HU016C,5477.5,1262.3333333333333,23039.0,51574.333333333336,1819.3333333333333,397.91499999999996
HU017C,1802.8333333333333,1168.1666666666667,20000.0,42830.0,2163.1666666666665,383.2366666666667
HU018C,851.1666666666666,1074.1666666666667,25624.0,56307.5,2428.1666666666665,449.72499999999997
HU019C,2595.0,466.7142857142857,29630.0,62498.333333333336,4022.285714285714,435.5116666666666
IT001C,206599.75,152787.6,1094216.4,2789660.714285714,392660.5,639.1871428571429
IT002C,209981.0,137160.4,1546286.6,3663051.4285714286,575029.0,566.6671428571428
IT003C,118795.0,211601.8,819700.4,2892297.4285714286,127480.5,609.6414285714285
IT004C,106798.5,43840.0,340638.4,858110.8571428572,150628.5,648.5699999999999
IT005C,43458.0,53606.2,181925.0,643542.4285714285,29595.5,613.76
IT006C,31158.0,21738.0,220953.8,566608.4285714285,78879.5,473.53000000000003
IT007C,58144.0,14708.8,151454.8,367593.28571428574,66259.5,541.64
IT008C,51472.0,17636.4,107497.4,317322.85714285716,17574.5,577.1028571428571
IT009C,67894.25,15154.6,171454.2,390964.4285714286,68364.0,532.0157142857142
IT010C,41985.5,28381.6,83473.6,321260.28571428574,18430.0,770.1014285714285
IT011C,26326.25,9134.6,99929.6,255599.57142857142,43576.0,432.2471428571429
IT012C,23790.0,9489.2,106332.8,257187.0,42717.5,649.2128571428572
IT013C,1646.5,2605.8,29509.0,71476.28571428571,11953.5,630.5785714285714
IT014C,16629.75,4101.6,50995.2,118823.0,19071.0,3959.615714285714
IT015C,15765.25,8330.4,79419.0,200828.7142857143,33367.0,543.0957142857143
IT016C,24478.75,8405.2,65715.8,163840.0,24775.5,755.5699999999999
IT017C,14436.0,4172.2,39149.8,99330.0,17320.5,626.9328571428572
IT018C,9307.5,7056.0,42428.2,130518.0,15736.0,622.6700000000001
IT019C,6703.75,2606.6,17251.8,48018.142857142855,3765.0,739.8228571428572
IT020C,8614.5,4122.4,24782.2,91096.42857142857,9044.0,629.0671428571429
IT021C,3868.75,11720.6,56592.4,191088.7142857143,6713.0,581.9085714285715
IT022C,5436.75,4006.4,24226.0,65592.57142857143,2666.0,774.9628571428572
IT023C,11454.25,5828.8,27839.0,86564.28571428571,3675.0,699.59
IT024C,11767.5,12814.2,53749.0,174142.2857142857,13717.5,666.7557142857142
IT025C,13536.75,9714.4,43942.2,123599.85714285714,6145.0,678.88
IT026C,26372.25,10498.6,53956.8,159927.85714285713,11917.0,674.1814285714287
IT027C,54247.25,9341.0,84342.0,208786.7142857143,38540.0,610.2628571428571
IT028C,21313.75,7463.2,80620.8,196846.2857142857,43297.5,620.1157142857144
IT029C,17745.5,7034.0,80072.6,186302.85714285713,32723.0,664.7042857142858
IT030C,11585.5,9936.6,46177.4,148233.7142857143,9964.5,608.4914285714286
IT031C,2219.0,7348.0,43503.2,129918.85714285714,7140.0,603.7771428571428
IT032C,4503.0,3824.6,43285.0,103136.57142857143,22748.0,630.1785714285714
IT033C,3070.75,2884.2,45832.8,107084.28571428571,21439.5,2002.1499999999999
IT034C,13990.75,4410.2,40252.4,98913.0,18854.5,672.5985714285714
IT035C,1301.5,4104.0,36419.6,92627.14285714286,15586.5,526.1957142857143
IT036C,18849.5,5211.6,32918.2,94493.71428571429,9395.0,713.3085714285714
IT037C,271.0,5549.4,28891.8,93109.14285714286,2875.5,558.4342857142857
IT038C,643.25,3809.4,39145.0,95376.85714285714,11197.5,659.7914285714286
IT039C,3514.5,4331.6,32060.2,84247.14285714286,15240.5,629.6371428571429
IT040C,47209.75,4050.0,36321.4,89628.14285714286,14380.0,621.5585714285714
IT041C,2698.0,3457.2,33763.8,85022.0,15497.0,614.5814285714285
IT042C,8992.5,3587.2,30419.0,79694.14285714286,13051.5,663.9257142857143
IT043C,1213.75,3515.0,29384.8,74533.28571428571,10961.5,683.7299999999999
IT044C,24873.0,2776.4,29624.0,71471.57142857143,11882.5,589.1685714285715
IT045C,1.75,3583.4,24866.0,67395.66666666667,5861.0,647.58
IT046C,744.5,4423.6,20976.8,70197.0,6590.5,720.2971428571428
IT047C,1640.25,2525.2,22487.6,59222.142857142855,8583.5,574.3342857142858
IT048C,2162.25,3277.6,22542.6,60058.857142857145,4133.5,653.38
IT049C,6.0,3975.2,15347.8,57585.71428571428,2739.0,806.7242857142857
IT050C,1282.75,2915.8,18783.0,53021.28571428572,3532.0,643.9271428571428
IT051C,1061.0,2080.8,21138.2,51632.28571428572,10905.5,718.1442857142857
IT052C,1778.0,1532.4,19247.8,47559.71428571428,6331.0,607.7757142857143
IT053C,0.0,3461.4,24402.0,70059.71428571429,3813.0,551.2528571428571
IT054C,0.0,3496.0,17280.6,53396.0,1316.5,559.2528571428571
IT055C,0.0,2891.6,18864.4,58043.28571428572,2461.0,535.48
IT056C,0.0,3070.8,16916.0,50080.42857142857,4885.5,647.76
IT057C,0.0,2992.8,18168.4,54227.42857142857,2068.0,605.0342857142857
IT058C,0.0,2781.8,30371.8,71901.85714285714,12433.5,634.74
IT059C,1.25,4220.6,16973.0,56837.142857142855,2670.0,645.3571428571429
IT060C,0.0,5902.4,19224.2,72370.85714285714,2282.5,602.8914285714285
IT061C,0.0,4383.4,13211.2,53504.71428571428,1642.0,614.0857142857143
IT062C,0.0,3259.4,20285.2,63180.28571428572,11631.0,695.4414285714286
IT063C,0.0,1552.2,16936.2,40642.0,7003.5,723.7085714285714
IT064C,24262.25,20164.4,66619.0,224559.7142857143,13304.5,650.0742857142858
IT065C,481.5,8302.2,85316.0,195899.85714285713,45790.5,610.6585714285715
IT066C,28396.25,7230.0,87461.4,197331.57142857142,38090.0,621.1714285714286
IT067C,1155.0,6761.6,60355.6,155710.7142857143,15646.5,566.2314285714285
IT068C,10280.0,6296.4,74999.2,170868.85714285713,32764.0,733.6457142857143
IT069C,2979.25,5841.8,64748.6,157276.85714285713,23017.5,714.6457142857143
IT070C,22655.5,5357.0,54415.0,131252.0,17261.0,655.1014285714285
IT071C,5180.0,7602.2,58146.4,149550.7142857143,24916.0,625.1171428571428
IT072C,713.5,10265.2,35968.4,118194.42857142857,8335.0,709.9514285714286
IT073C,17863.0,4137.2,49653.4,139177.42857142858,30522.0,617.5728571428572
IT074C,6228.0,4133.2,49335.2,117465.14285714286,17861.0,656.7042857142858
IT075C,3566.5,7451.4,47951.4,127351.14285714286,14033.5,705.2228571428572
IT076C,5134.5,4450.0,45591.6,110471.42857142857,20964.5,642.1428571428571
IT077C,1454.75,5746.4,40151.8,108588.85714285714,15351.5,679.6728571428572
IT078C,8437.0,4789.2,41816.8,102617.71428571429,18175.5,623.5457142857142
IT079C,3902.75,4796.6,35911.8,92162.57142857143,17090.5,650.7557142857142
IT080C,1422.5,4122.0,40068.6,97588.0,14052.5,696.3742857142857
IT081C,26.25,3605.4,32160.4,81725.28571428571,9945.0,673.5428571428572
IT082C,908.5,5536.4,25818.0,84170.14285714286,3911.0,635.1
IT083C,948.5,4336.6,17863.6,61824.142857142855,3310.0,676.5828571428572
IT084C,1075.0,4880.2,25608.0,72717.14285714286,8217.0,735.1457142857142
IT085C,0.0,6209.8,30726.6,98049.57142857143,2323.0,599.0385714285715
IT086C,0.0,3803.6,17192.8,55277.142857142855,2337.0,612.5685714285713
IT087C,17760.0,3096.4,27708.4,69616.85714285714,8136.5,784.9585714285714
IT088C,,,,62515.0,11089.0,636.17
IT089C,,,,121711.0,17194.0,652.1
IT090C,,,,55061.0,7562.0,627.16
LT001C,54240.857142857145,13234.714285714286,311040.28571428574,567171.0,68808.0,396.68285714285713
LT002C,34976.71428571428,9862.285714285714,148895.7142857143,295456.0,18315.0,451.7342857142857
LT003C,1331.2857142857142,3220.6666666666665,37768.0,87483.14285714286,4363.0,470.3385714285714
LT004C,712.0,,23049.0,51379.857142857145,2498.3333333333335,498.6842857142857
LT005C,7402.428571428572,5570.285714285715,70464.85714285714,152312.14285714287,21431.666666666668,403.3885714285714
LT006C,2913.4285714285716,4153.5,49966.0,103006.28571428571,10969.0,427.07714285714286
LV001C,64290.28571428572,21800.0,287085.71428571426,615933.8571428572,109307.0,389.03285714285715
LV002C,1684.2857142857142,2550.0,29042.85714285714,68044.57142857143,11089.857142857143,360.74571428571426
LV003C,3841.0,2050.0,24580.0,55384.4,7207.0,363.02
LV004C,2692.0,4028.5714285714284,32728.571428571428,80576.28571428571,16005.714285714286,350.35857142857145
MT001C,16797.666666666668,5694.285714285715,139338.57142857142,249490.6,,549.67
NL001C,68090.0,15972.6,534062.6666666666,1019274.6,349994.2,266.172
NL002C,5906.8,2102.8,95323.0,204043.0,23211.0,457.01399999999995
NL003C,2387.6,958.2,33487.333333333336,73238.4,10402.6,454.762
NL004C,8099.4,3213.0,108574.0,215033.0,51274.8,551.108
NL005C,3887.2,1157.8,53443.333333333336,112515.6,13096.6,460.764
NL006C,6272.2,1968.2,83085.0,158074.6,20904.2,486.54400000000004
NL007C,4898.2,1956.2,77691.0,164769.2,16463.4,467.026
NL008C,9210.0,2638.0,86083.33333333333,177536.4,31561.4,400.48400000000004
NL009C,2296.8,801.4,30833.0,68758.2,6230.6,461.83599999999996
NL010C,1974.6,842.2,31132.0,67715.8,9420.6,471.988
NL011C,11019.6,2610.0,88728.0,184641.6,25209.4,515.3280000000001
NL012C,3972.2,992.4,49603.0,101227.8,12352.6,428.93
NL013C,12681.8,1995.2,75368.33333333333,158475.0,18756.6,428.834
NL014C,18611.6,4121.6,143621.66666666666,282465.0,64918.0,422.45799999999997
NL015C,13485.0,2287.8,74888.0,160046.6,27872.2,413.47799999999995
NL016C,2834.4,864.2,36473.0,73940.0,10810.0,374.95799999999997
NL017C,50474.6,12212.2,369747.0,786024.6,247134.4,336.18600000000004
NL018C,37461.0,4740.8,118565.33333333333,234108.6,39067.0,342.81
NL019C,9934.0,3294.2,134332.33333333334,282680.4,42498.2,412.038
NL020C,6132.6,1904.6,73982.66666666667,157932.4,25772.2,528.692
NL021C,3054.2,1119.2,44278.333333333336,94695.6,11961.2,461.492
NL022C,4671.2,2740.4,79612.0,197608.8,26521.8,520.51
NL023C,2792.8,1435.2,42303.666666666664,92989.6,15161.6,465.10599999999994
NL024C,3427.8,871.8,38223.333333333336,81331.8,10030.2,488.09
NL025C,6213.6,1844.6,77024.33333333333,156019.4,17980.6,464.592
NL026C,3162.4,998.2,43156.666666666664,91476.4,16593.6,410.366
NL027C,2231.0,763.0,34341.0,73879.6,10085.0,430.64
NL028C,8982.4,2285.2,60298.333333333336,124849.8,13171.0,423.06000000000006
NL029C,21439.4,4020.6,137080.33333333334,269239.6,40666.2,363.87399999999997
NL030C,2249.2,1061.8,33642.333333333336,80109.8,14871.2,434.11199999999997
NL031C,14164.8,1558.8,49433.666666666664,121450.4,29036.2,366.38800000000003
NL032C,3237.4,802.0,41296.333333333336,93661.8,12459.0,452.60599999999994
NL033C,20071.6,3104.4,93288.33333333333,178665.8,26735.0,375.73999999999995
NL034C,3212.2,1579.6,47383.666666666664,111517.4,14128.6,464.334
NL035C,2851.4,803.2,44026.0,92727.2,10573.6,498.32000000000005
NL036C,2650.8,987.6,39632.0,85856.2,12344.2,441.35200000000003
NL037C,58568.0,20153.6,580343.6666666666,1246722.6,291316.8,376.832
NL038C,2341.0,724.4,35780.666666666664,77268.0,11492.8,487.51000000000005
NL039C,3603.4,1266.4,51748.0,117040.8,11200.6,542.0
NL040C,2305.0,740.4,33090.666666666664,71713.8,7667.0,490.044
NL041C,16692.0,3240.8,109115.0,222232.2,38680.2,445.238
NL042C,36545.4,6093.8,245511.0,457766.4,87546.2,340.488
NL043C,2309.8,678.8,30371.0,67038.0,6604.6,439.218
NL044C,3087.0,1017.4,47087.333333333336,102171.4,16913.6,469.65599999999995
NL045C,4942.6,1477.8,75208.66666666667,157272.8,28331.4,411.34
NL046C,4343.8,1363.6,59560.333333333336,125652.2,21200.0,441.038
NL047C,6648.6,1766.6,65972.0,129851.2,12491.8,401.42199999999997
NO001C,65161.0,,363308.0,699827.0,193150.0,
NO002C,10207.0,,68824.0,144699.0,30817.0,
NO003C,26979.0,,140174.0,286930.0,48479.0,
NO004C,22488.0,,104428.0,210496.0,32241.0,
PL001C,185553.0,21321.0,,1823365.0,,769.3275
PL002C,46702.0,19355.0,,675772.25,,613.075
PL003C,96408.0,12913.75,,788324.5,,662.015
PL004C,83058.0,7786.5,,657855.25,,710.725
PL005C,74714.0,5159.0,,541025.25,,754.835
PL006C,47080.0,7195.75,,477587.75,,640.62
PL007C,24790.0,5523.5,,399035.75,,585.025
PL008C,20131.0,5169.75,,342865.5,,635.5975
PL009C,42099.0,9710.5,,336858.0,,592.59
PL010C,34196.0,3377.0,,289102.0,,774.155
PL011C,16748.0,8077.0,,295775.25,,484.53749999999997
PL012C,14593.0,5739.5,,190882.75,,592.5625
PL013C,19233.0,4115.5,,199858.5,,568.6575
PL014C,14679.0,2611.0,,171074.5,,567.0075
PL015C,27783.0,6616.25,,194630.0,,598.23
PL016C,13460.0,2557.5,,127621.75,,741.1225
PL017C,2381.0,1610.5,,121516.75,,641.81
PL018C,6571.0,2289.75,,140333.5,,614.53
PL019C,1292.0,1272.5,,78162.25,,650.3875
PL020C,3428.0,1513.0,,82526.0,,559.065
PL021C,1217.0,1555.5,,69424.25,,511.4825
PL022C,2438.0,2199.0,,71726.0,,644.4975
PL023C,326.0,809.75,,62150.0,,590.7975
PL024C,10777.0,3975.75,,216860.0,,605.61
PL025C,5770.0,10444.25,,206640.75,,555.82
PL026C,7749.0,4051.25,,117014.75,,700.745
PL027C,2642.0,1410.75,,98116.0,,743.3824999999999
PL028C,4253.0,2664.5,,106353.0,,558.0275
PL029C,2480.0,1754.75,,89216.75,,565.03
PL030C,36.0,1623.0,,86811.5,,577.8625
PL031C,4686.0,1629.0,,77133.25,,577.96
PL032C,1113.0,1842.75,,71076.0,,606.0625
PL033C,346.0,975.25,,71078.5,,
PL034C,1166.0,1304.75,,72416.5,,
PL035C,40.0,3145.0,,71112.25,,
PL036C,2644.0,2329.25,,66596.75,,
PL037C,872.0,1028.0,,66833.75,,
PL038C,375.0,1451.0,,67595.25,,
PL039C,327.0,997.25,,71286.25,,
PL040C,824.0,2980.5,,59533.25,,848.24
PL041C,1861.0,2592.5,,61807.0,,538.3775
PL042C,1853.0,2511.25,,60779.5,,635.5699999999999
PL043C,0.0,1785.75,,63860.25,,
PL044C,656.0,1552.25,,65693.75,,
PL045C,526.0,1354.25,,59087.25,,
PL046C,720.0,2117.0,,60753.25,,
PL047C,2770.0,1863.0,,61859.5,,494.1125
PL048C,2166.0,1069.5,,62727.5,,613.12
PL049C,201.0,1045.0,,55829.5,,
PL050C,0.0,1191.75,,55630.0,,
PL051C,234.0,1359.75,,59065.75,,
PL052C,516.0,2005.5,,61189.0,,
PL053C,9460.0,2921.0,,245768.0,,630.3675
PL054C,4237.0,4381.5,,197031.0,,582.9625
PL055C,15846.0,3115.0,,176404.5,,707.1375
PL056C,0.0,3032.0,,165398.0,,544.7925
PL057C,0.0,4145.75,,159394.0,,517.9350000000001
PL058C,5358.0,2260.0,,169895.25,,692.3975
PL059C,97.0,1244.25,,135573.75,,531.625
PL060C,440.0,1938.25,,135941.75,,613.4425
PL061C,0.0,1515.75,,126195.75,,655.4549999999999
PL062C,3191.0,2176.5,,108055.0,,355.9775
PL063C,2580.0,2874.0,,117358.75,,536.2325000000001
PL064C,2021.0,4447.5,,107350.0,,554.265
PL065C,4008.0,2628.0,,107285.5,,535.9025
PL066C,5974.0,1612.5,,105979.5,,477.6175
PL067C,2544.0,2273.75,,97056.25,,570.9875
PL068C,629.0,3448.0,,92744.25,,478.7475
PT001C,145846.0,78397.0,778821.0,1891428.142857143,325001.0,
PT002C,73802.33333333333,50546.0,397252.0,980274.4285714285,73768.0,
PT003C,21201.666666666668,7453.0,88282.0,193961.85714285713,22443.0,
PT004C,3580.1666666666665,5920.0,41713.0,106401.85714285714,10290.0,
PT005C,36525.166666666664,4237.0,60853.0,142508.7142857143,12937.0,
PT006C,6377.0,5154.0,49486.0,123140.28571428571,15786.0,
PT007C,2395.5,2575.0,29933.0,67899.57142857143,2126.0,
PT008C,13651.166666666666,2336.0,37284.0,82211.28571428571,10651.0,
PT009C,8506.0,2896.0,28918.0,67925.14285714286,11147.0,
PT010C,5649.166666666667,3219.0,41284.0,99955.0,9755.0,
PT011C,3276.8333333333335,2425.0,35932.0,86061.0,7393.0,
PT012C,2049.5,3693.0,37584.0,84871.71428571429,3063.0,
PT013C,0.0,2556.0,27382.0,64944.0,5619.0,
PT014C,231.66666666666666,17736.0,171685.0,386332.4285714286,72615.0,
PT015C,19.75,5824.0,71420.0,156693.85714285713,7622.0,
PT016C,0.0,5466.0,62469.0,137855.7142857143,17867.0,
RO001C,172528.0,,,2131034.0,,
RO002C,69200.0,,,324960.0,,
RO003C,40957.0,,,328186.0,,
RO004C,22451.0,,,301269.0,,
RO005C,778.0,,,202740.0,,
RO006C,16239.0,,,221407.0,,
RO007C,5709.0,,,197155.0,,
RO008C,8996.0,,,176846.0,,
RO009C,15895.0,,,168697.0,,
RO010C,11917.0,,,147674.0,,
RO011C,217.0,,,112786.0,,
RO012C,310.0,,,75810.0,,
RO013C,0.0,,,67121.0,,
RO014C,5479.0,,,74659.0,,
RO015C,276.0,,,92205.0,,
RO016C,2904.0,,,95351.0,,
RO017C,0.0,,,86520.0,,
RO018C,4877.0,,,91884.0,,
RO019C,603.0,,,82931.0,,
RO020C,0.0,,,70680.0,,
RO021C,143.0,,,69229.0,,
RO022C,1048.0,,,94139.0,,
RO023C,21884.0,,,313021.0,,
RO024C,52971.0,,,378954.0,,
RO025C,15278.0,,,304050.0,,
RO026C,21256.0,,,289360.0,,
RO027C,5861.0,,,227445.0,,
RO028C,8397.0,,,173985.0,,
RO029C,4832.0,,,145444.0,,
RO030C,506.0,,,132288.0,,
RO031C,973.0,,,119788.0,,
RO032C,0.0,,,120153.0,,
RO033C,900.0,,,117776.0,,
RO034C,8387.0,,,124589.0,,
RO035C,1769.0,,,106707.0,,
SE001C,,43092.666666666664,821726.3333333334,1580485.142857143,410035.71428571426,269.79
SE002C,,19359.333333333332,325219.6666666667,692371.8571428572,183355.0,218.24
SE003C,,18994.666666666668,157177.33333333334,348045.4285714286,120631.57142857143,276.23
SE004C,,3599.0,64934.0,137481.0,23284.0,402.14
SE005C,,2409.6666666666665,62816.666666666664,129664.71428571429,16440.85714285714,349.82
SE006C,,5680.0,110251.33333333333,233535.57142857142,51407.57142857143,313.71
SE007C,,4046.0,75732.33333333333,163832.14285714287,29287.428571428572,355.24
SE008C,,4783.666666666667,72043.33333333333,155732.7142857143,29461.14285714286,360.5
SE009C,,4344.5,47517.5,99808.42857142857,41599.28571428572,
SE010C,,5616.333333333333,71344.33333333333,155280.0,36051.71428571428,398.3
SE011C,,6111.0,64758.0,143427.85714285713,29329.14285714286,380.76
SE012C,,6469.0,65267.666666666664,148304.0,39737.857142857145,357.03
SE013C,,2908.6666666666665,54246.333333333336,125879.0,28332.428571428572,298.83
SE014C,,3290.0,52456.0,113318.42857142857,26670.14285714286,396.26
SE015C,,2639.5,44546.0,94760.14285714286,18340.428571428572,
SI001C,44876.0,11426.285714285714,125264.42857142857,294213.5714285714,64018.57142857143,517.2028571428572
SI002C,15630.142857142857,5765.714285714285,44504.57142857143,112735.28571428571,21887.14285714286,494.8057142857143
SK001C,52452.666666666664,,,450246.8,26983.25,400.66999999999996
SK002C,19881.333333333332,,,234588.6,10860.5,304.315
SK003C,7869.666666666667,,,77246.0,3056.75,327.3566666666666
SK004C,12885.666666666666,,,77267.0,3992.25,377.56
SK005C,9744.0,,,87000.6,3392.0,279.68333333333334
SK006C,7705.333333333333,,,81422.2,3702.5,332.5233333333333
SK007C,12132.333333333334,,,64523.8,2840.5,378.90333333333336
SK008C,2595.6666666666665,,,55090.2,2788.0,342.9433333333333
SVK_Banska_Bystrica_SVK,,,,,,
SVK_Bardejov_SVK,,,,,,
SVK_Bratislava_SVK,,,,,,
