freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,DE1001V,HU001C,2021,1723836,,,Budapest,HU,Hungary,2021,population_total,"Population on 1 January, total"
A,DE1001V,HU001C,2022,1706851,,,Budapest,HU,Hungary,2022,population_total,"Population on 1 January, total"
A,DE1001V,HU001C,2023,1671004,,,Budapest,HU,Hungary,2023,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2015,4061382,,,Milan,IT,Italy,2015,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2016,4074585,,,Milan,IT,Italy,2016,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2017,4087060,,,Milan,IT,Italy,2017,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2018,4106356,,,Milan,IT,Italy,2018,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2019,3606653,b,,Milan,IT,Italy,2019,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2020,3622641,,,Milan,IT,Italy,2020,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2021,3594765,,,Milan,IT,Italy,2021,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2022,3565691,,,Milan,IT,Italy,2022,population_total,"Population on 1 January, total"
A,DE1001V,IT002C,2023,3580530,,,Milan,IT,Italy,2023,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2016,960402,b,,Amsterdam,NL,Netherlands,2016,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2019,996915,,,Amsterdam,NL,Netherlands,2019,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2020,1009238,,,Amsterdam,NL,Netherlands,2020,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2021,1009626,,,Amsterdam,NL,Netherlands,2021,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2022,1020998,,,Amsterdam,NL,Netherlands,2022,population_total,"Population on 1 January, total"
A,DE1001V,NL001C,2023,1059596,,,Amsterdam,NL,Netherlands,2023,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2015,1854485,,,Lisbon,PT,Portugal,2015,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2016,1860247,,,Lisbon,PT,Portugal,2016,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2017,1865335,,,Lisbon,PT,Portugal,2017,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2018,1873434,,,Lisbon,PT,Portugal,2018,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2019,1879692,,,Lisbon,PT,Portugal,2019,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2020,1896018,,,Lisbon,PT,Portugal,2020,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2021,1883529,,,Lisbon,PT,Portugal,2021,population_total,"Population on 1 January, total"
