freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,DE2009V,HU001C,2021,188034.0,,,Budapest,HU,Hungary,2021,foreign_population,Population by citizenship - foreigners
A,DE2009V,HU001C,2022,190212.0,,,Budapest,HU,Hungary,2022,foreign_population,Population by citizenship - foreigners
A,DE2009V,HU001C,2023,206432.0,,,Budapest,HU,Hungary,2023,foreign_population,Population by citizenship - foreigners
A,DE2009V,IT002C,2023,563155.0,,,Milan,IT,Italy,2023,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2015,272911.0,b,,Amsterdam,NL,Netherlands,2015,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2016,281175.0,b,,Amsterdam,NL,Netherlands,2016,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2019,321924.0,,,Amsterdam,NL,Netherlands,2019,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2020,338492.0,,,Amsterdam,NL,Netherlands,2020,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2021,343276.0,,,Amsterdam,NL,Netherlands,2021,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2022,359153.0,,,Amsterdam,NL,Netherlands,2022,foreign_population,Population by citizenship - foreigners
A,DE2009V,NL001C,2023,387126.0,,,Amsterdam,NL,Netherlands,2023,foreign_population,Population by citizenship - foreigners
A,DE2009V,PT001C,2021,325001.0,,,Lisbon,PT,Portugal,2021,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2015,337671.0,b,,Stockholm,SE,Sweden,2015,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2016,348320.0,b,,Stockholm,SE,Sweden,2016,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2017,362247.0,b,,Stockholm,SE,Sweden,2017,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2018,378867.0,b,,Stockholm,SE,Sweden,2018,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2019,393683.0,b,,Stockholm,SE,Sweden,2019,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2020,405903.0,b,,Stockholm,SE,Sweden,2020,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2021,408974.0,b,,Stockholm,SE,Sweden,2021,foreign_population,Population by citizenship - foreigners
A,DE2009V,SE001C,2022,418247.0,b,,Stockholm,SE,Sweden,2022,foreign_population,Population by citizenship - foreigners
