freq,unit,sex,Sex,age,Age class,location_code,time_period,obs_value,obs_flag,conf_status,country_code,country_name,year,indicator,indicator_desc
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2017,16.6,,,NL,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2018,16.6,,,NL,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2019,16.9,,,NL,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2020,16.2,,,NL,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2021,23.2,b,,NL,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2022,23.0,,,NL,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NL,2023,23.2,,,NL,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2015,18.7,,,NO,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2016,18.2,,,NO,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2017,18.5,,,NO,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2018,18.3,,,NO,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2019,17.9,,,NO,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2020,15.1,,,NO,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2021,17.0,b,,NO,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2022,18.3,,,NO,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,NO,2023,19.2,,,NO,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2015,3.1,,,PL,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2016,3.3,,,PL,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2017,3.5,,,PL,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2018,5.0,b,,PL,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2019,4.3,b,,PL,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2020,3.2,,,PL,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2021,4.7,b,,PL,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2022,6.5,,,PL,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PL,2023,7.4,,,PL,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2015,8.6,,,PT,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2016,8.5,,,PT,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2017,8.6,,,PT,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2018,8.9,,,PT,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2019,9.1,,,PT,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2020,8.3,,,PT,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2021,10.4,b,,PT,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2022,11.3,,,PT,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,PT,2023,11.3,,,PT,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2015,1.1,,,RO,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2016,1.0,,,RO,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2017,0.9,,,RO,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2018,0.8,,,RO,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2019,1.1,,,RO,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2020,0.9,,,RO,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2021,4.1,b,,RO,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2022,4.5,,,RO,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RO,2023,5.4,,,RO,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2015,4.0,,,RS,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2016,4.3,,,RS,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2017,3.6,,,RS,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2018,3.4,,,RS,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2019,3.5,,,RS,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2020,3.0,,,RS,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2021,3.8,b,,RS,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2022,4.1,,,RS,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,RS,2023,4.8,,,RS,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2015,27.0,,,SE,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2016,26.9,,,SE,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2017,27.8,,,SE,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2018,28.9,b,,SE,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2019,31.8,,,SE,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2020,25.9,,,SE,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2021,30.7,b,,SE,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2022,32.7,,,SE,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SE,2023,35.6,,,SE,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2015,10.7,,,SI,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2016,10.4,,,SI,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2017,10.7,,,SI,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2018,10.2,,,SI,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2019,10.0,,,SI,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2020,7.3,,,SI,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2021,16.4,b,,SI,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2022,19.5,,,SI,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SI,2023,17.6,b,,SI,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2015,2.7,,,SK,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2016,2.6,,,SK,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2017,3.0,,,SK,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2018,3.5,,,SK,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2019,3.2,,,SK,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2020,2.4,,,SK,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2021,4.1,b,,SK,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2022,10.9,b,,SK,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,SK,2023,8.9,,,SK,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2015,5.0,,,TR,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2016,5.3,,,TR,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2017,5.3,,,TR,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2018,5.6,,,TR,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2019,5.1,,,TR,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2020,5.2,,,TR,,2020,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2021,5.8,b,,TR,,2021,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2022,6.0,,,TR,,2022,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,TR,2023,6.7,,,TR,,2023,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,UK,2015,14.3,,,UK,,2015,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,UK,2016,12.9,,,UK,,2016,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,UK,2017,12.8,,,UK,,2017,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,UK,2018,13.1,,,UK,,2018,education_participation_pct,"Participation rate in education/training, 25-74 years"
A,PC,T,Total,Y25-74,From 25 to 74 years,UK,2019,13.3,,,UK,,2019,education_participation_pct,"Participation rate in education/training, 25-74 years"
