freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,EC1010V,BE008C,2018,1932.0,e,,BE008C,BE,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE008C,2019,1759.0,,,BE008C,BE,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE008C,2020,1896.0,e,,BE008C,BE,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE008C,2021,2173.0,,,BE008C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE008C,2022,1779.0,e,,BE008C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE008C,2023,1992.0,e,,BE008C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2015,5789.0,,,BE009C,BE,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2016,5050.0,,,BE009C,BE,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2017,4719.0,e,,BE009C,BE,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2018,4211.0,e,,BE009C,BE,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2019,3551.0,,,BE009C,BE,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2020,3771.0,e,,BE009C,BE,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2021,7377.0,,,BE009C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2022,6892.0,e,,BE009C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE009C,2023,6505.0,e,,BE009C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2015,1727.0,,,BE010C,BE,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2016,1611.0,,,BE010C,BE,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2017,1502.0,e,,BE010C,BE,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2018,1222.0,e,,BE010C,BE,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2019,1188.0,,,BE010C,BE,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2020,1284.0,e,,BE010C,BE,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2021,1426.0,,,BE010C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2022,1262.0,e,,BE010C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE010C,2023,1506.0,e,,BE010C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2015,2502.0,,,BE011C,BE,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2016,2308.0,,,BE011C,BE,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2017,2167.0,e,,BE011C,BE,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2018,1702.0,e,,BE011C,BE,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2019,1685.0,,,BE011C,BE,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2020,1788.0,e,,BE011C,BE,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2021,2000.0,,,BE011C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE011C,2022,1622.0,e,,BE011C,BE,,2022,unemployed_total,"Persons unemployed, total"
