cluster_id,feature_name,mean,median,z_mean
0,URB_CEDUC_TE1026V,198494.01374999998,201211.19,1.0107393038706192
0,URB_CLMA_EC1010V,153193.85111111111,137160.4,0.9617359607447907
0,URB_CLMA_EC1177V,1655230.7033333334,1546286.6,1.285073440918956
0,URB_CPOP1_DE1001V,3651240.0455555557,3621037.0,1.3430771521545413
0,URB_CPOPCB_DE2009V,562982.8985714286,459614.29,0.8861851778599987
0,URB_CTOUR_CR2001V,18009061.182857145,14370249.17,1.1832067731041345
0,URB_CTRAN_TT1057I,408.0275,353.24,-0.07856427348550313
0,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,490.47875000000005,329.34000000000003,-0.2219353099749052
0,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,52.61,58.08,-0.4620719992544443
0,COUNTRY_SDG_11_60,51.19,49.62,0.24267510190975852
0,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,65.73777777777777,62.0,-0.026443850872116703
0,COUNTRY_TRNG_LFSE_01_T_Y25-74,8.82888888888889,7.5,-0.28055543948100153
0,WHO_NO2,33.92444444444445,33.67,0.516555123165564
0,WHO_PM10,22.626666666666672,21.52,0.1418698152329518
0,WHO_PM25,13.844444444444445,12.24,0.1755645030330202
1,URB_CEDUC_TE1026V,69631.82930232557,60088.25,-0.3163998349995383
1,URB_CLMA_EC1010V,33009.65477272728,19733.335,-0.28374275951829153
1,URB_CLMA_EC1177V,356376.20444444445,310225.67,-0.3287963646624074
1,URB_CPOP1_DE1001V,807360.8056521738,677538.45,-0.33948558484986546
1,URB_CPOPCB_DE2009V,162759.99227272728,143470.125,-0.22983986220419422
1,URB_CTOUR_CR2001V,4120476.838387097,3132110.38,-0.27222734188992775
1,URB_CTRAN_TT1057I,375.52738095238095,374.16,-0.34463232647777914
1,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,540.3838461538462,576.33,0.021706725435778073
1,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,68.05869565217394,65.26,0.4343156847450293
1,COUNTRY_SDG_11_60,50.54256410256411,43.57,0.19691521480031024
1,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,67.4795652173913,62.92,0.07826809262746068
1,COUNTRY_TRNG_LFSE_01_T_Y25-74,12.134130434782605,10.43,0.28621749433846894
1,WHO_NO2,29.099347826086955,28.869999999999997,-0.19859547592799054
1,WHO_PM10,19.191777777777776,18.89,-0.42303425913402165
1,WHO_PM25,11.111333333333333,11.76,-0.4090944883703575
2,URB_CEDUC_TE1026V,94878.80416666665,91336.5,-0.056383689656731045
2,URB_CLMA_EC1010V,40698.639090909084,21738.0,-0.2040611820688819
2,URB_CLMA_EC1177V,409187.12166666664,340947.39,-0.26317704796226005
2,URB_CPOP1_DE1001V,1139439.9608333334,791608.54,-0.14301310303565667
2,URB_CPOPCB_DE2009V,93442.555,98432.0,-0.4231321363143272
2,URB_CTOUR_CR2001V,2586773.779166667,1909923.665,-0.4329495364128677
2,URB_CTRAN_TT1057I,608.2520000000001,617.6800000000001,1.5606095030257812
2,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,548.4275000000001,642.6,0.060976706785465795
2,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,36.17916666666668,37.41,-1.4154467675492308
2,COUNTRY_SDG_11_60,37.032500000000006,35.22,-0.7579577087171242
2,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,61.78833333333335,69.34,-0.2638746613808565
2,COUNTRY_TRNG_LFSE_01_T_Y25-74,4.973333333333334,4.56,-0.9416945736060119
2,WHO_NO2,32.45916666666667,33.31,0.2993793102234049
2,WHO_PM10,30.61833333333333,30.735,1.4561845447679338
2,WHO_PM25,19.520833333333332,19.950000000000003,1.3898407134289887
3,URB_CEDUC_TE1026V,701959.62,701959.62,6.195882749895954
3,URB_CLMA_EC1010V,646482.88,646482.88,6.073730774859414
3,URB_CLMA_EC1177V,4491504.5,4491504.5,4.8092377293112945
3,URB_CPOP1_DE1001V,10245958.75,10245958.75,5.244799770130816
3,URB_CPOPCB_DE2009V,2557692.62,2557692.62,6.44845050985052
3,URB_CTOUR_CR2001V,57790018.0,57790018.0,5.351994623813233
3,URB_CTRAN_TT1057I,356.18,356.18,-0.5030231303070645
3,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,576.33,576.33,0.19719970637831669
3,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,80.66,80.66,1.1654877056095077
3,COUNTRY_SDG_11_60,40.32,40.32,-0.5256016878846416
3,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,62.92,62.92,-0.1958416664439736
3,COUNTRY_TRNG_LFSE_01_T_Y25-74,14.31,14.31,0.6593290990315848
3,WHO_NO2,36.47,36.47,0.8938440615166428
3,WHO_PM10,23.5,23.5,0.2854987867191514
3,WHO_PM25,13.73,13.73,0.15108288822102411
