STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HR,Croatia,2020,,1210,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HR,Croatia,2021,,1310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HR,Croatia,2022,,1580,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HR,Croatia,2023,,1480,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2014,,8060,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2015,,7760,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2016,,7640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2017,,6800,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2018,,6980,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2019,,7060,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2020,,7980,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2021,,7390,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2022,,7600,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,HU,Hungary,2023,,5890,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2014,,15570,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2015,,17860,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2016,,18290,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2017,,15310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2018,,10430,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2019,,6070,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2020,,6640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2021,,12640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2022,,11630,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IE,Ireland,2023,,7930,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2014,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2015,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2016,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2017,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2018,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2019,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2020,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2021,,1,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2022,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IS,Iceland,2023,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2014,,17660,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2015,,19830,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2016,,20490,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2017,,21830,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2018,,19910,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2019,,20540,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2020,,19110,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2021,,20350,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2022,,20700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,IT,Italy,2023,,16300,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2014,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2015,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2016,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2017,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2018,,2,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2019,,4,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2020,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2021,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2022,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LI,Liechtenstein,2023,,3,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2014,,5700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2015,,6980,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2016,,7110,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2017,,8100,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2018,,7290,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2019,,7130,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2020,,6990,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2021,,8640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2022,,7110,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LT,Lithuania,2023,,7070,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2014,,350,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2015,,360,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2016,,350,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2017,,480,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2018,,580,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2019,,440,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2020,,620,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2021,,560,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2022,,340,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LU,Luxembourg,2023,,310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2014,,4020,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2015,,4430,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2016,,5410,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2017,,6070,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2018,,6310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2019,,6520,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2020,,6310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2021,,7000,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2022,,6860,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,LV,Latvia,2023,,6390,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2014,,300,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2015,,170,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2016,,120,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2017,,520,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2018,,100,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2019,,70,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2020,,200,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2021,,160,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2022,,50,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,MT,Malta,2023,,30,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2014,,4630,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2015,,4550,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2016,,4380,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2017,,4050,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2018,,4390,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2019,,3580,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2020,,3470,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2021,,4560,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2022,,4390,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NL,Netherlands,2023,,3620,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2014,,7000,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2015,,7950,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2016,,8640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2017,,8850,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2018,,9570,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2019,,10290,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2020,,9070,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2021,,10890,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2022,,10730,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,NO,Norway,2023,,11820,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2014,,56920,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2015,,57650,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2016,,58500,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2017,,62310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2018,,63280,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2019,,53480,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2020,,46760,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2021,,58430,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2022,,59950,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PL,Poland,2023,,49950,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2014,,2800,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2015,,3970,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2016,,4180,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2017,,5860,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2018,,4910,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2019,,4850,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2020,,4660,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2021,,4210,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2022,,4900,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,PT,Portugal,2023,,3270,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2014,,6900,,,,,
