STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-11,,311262,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2024-12,,240623,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-01,,230420,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-02,,226431,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-03,,294082,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-04,,475233,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-05,,671231,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-06,,1201253,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-07,,1839778,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AL,Albania,2025-08,,2263355,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-11,,5139618,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2024-12,,10777612,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-01,,13228025,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-02,,13744620,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-03,,10736324,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-04,,7350823,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-05,,7674188,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-06,,11795683,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-07,,15602893,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",AT,Austria,2025-08,,17906369,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-11,,2855253,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2024-12,,2942414,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-01,,2033592,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-02,,2404157,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-03,,2965521,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-04,,4139221,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-05,,4067692,,u,low reliability,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-06,,4260108,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-07,,6094241,,u,low reliability,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BE,Belgium,2025-08,,6024832,,u,low reliability,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-11,,944680,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2024-12,,1001743,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-01,,1135882,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-02,,1157980,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-03,,1123054,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-04,,1075363,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-05,,1532226,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-06,,3830969,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-07,,6095882,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",BG,Bulgaria,2025-08,,6421976,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-11,,2641896,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2024-12,,4112998,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-01,,4569630,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-03,,4591002,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-04,,3792919,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-05,,4433916,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CH,Switzerland,2025-06,,5914849,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-11,,784246,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2024-12,,417530,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-01,,325400,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-02,,381100,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-03,,661549,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-04,,1279023,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-05,,1992850,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-06,,2251377,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-07,,2627725,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CY,Cyprus,2025-08,,2953148,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-11,,3480243,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2024-12,,3676913,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-01,,3301077,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-02,,3693997,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-03,,3552669,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-04,,4230373,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-05,,5281849,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-06,,5503742,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-07,,7801988,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",CZ,Czechia,2025-08,,7990069,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2024-11,,27380452,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2024-12,,26963485,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-01,,21630222,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-02,,22506392,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-03,,27785287,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-04,,36188918,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-05,,42446312,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-06,,45626897,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-07,,51641473,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DE,Germany,2025-08,,54534001,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2024-11,,2131869,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2024-12,,1875530,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-01,,1497948,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-02,,1702279,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-03,,1992677,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-04,,3195999,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-05,,3825219,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-06,,4379755,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-07,,7290626,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",DK,Denmark,2025-08,,6069015,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-11,,124173091,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-12,,131279937,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-01,,120670532,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-02,,127735281,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-03,,145207843,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-04,,195183065,,,,,
