STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,c_resid,Country of residence,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-06,,1968176,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-07,,2985947,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SI,Slovenia,2025-08,,3339236,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-11,,1000182,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2024-12,,890394,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-01,,993629,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-02,,1180058,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-03,,992843,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-04,,995930,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-05,,1287503,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-06,,1423961,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-07,,1888769,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",SK,Slovakia,2025-08,,2145256,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-11,,11809484,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2024-12,,8829341,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-01,,9127580,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-02,,8079400,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-03,,8164932,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-04,,16274395,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-05,,21891947,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",TR,Türkiye,2025-06,,25272640,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-11,,120028,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2024-12,,131062,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-01,,145732,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-02,,112686,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-03,,84463,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-04,,127938,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-05,,144266,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-06,,139296,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-07,,168202,,,,,
dataflow,ESTAT:TOUR_OCC_NIM(1.0),Nights spent at tourist accommodation establishments - monthly data,M,Monthly,TOTAL,Total,NR,Number,I551-I553,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",XK,Kosovo*,2025-08,,189726,,,,,
