STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,facility,Health facility,hlthcare,Health care,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2015,,342.07,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2016,,336.13,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2017,,324.82,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2018,,317.50,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2019,,302.10,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2020,,291.13,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2021,,295.23,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2022,,244.93,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NL,Netherlands,2023,,231.08,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2015,,366.09,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2016,,362.09,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2017,,356.65,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2018,,351.28,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2019,,348.16,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2020,,340.16,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2021,,339.98,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2022,,334.83,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,NO,Norway,2023,,329.90,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2015,,663.71,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2016,,663.99,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2017,,662.41,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2018,,653.73,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2019,,617.45,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2020,,625.38,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2021,,640.17,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2022,,629.49,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PL,Poland,2023,,627.10,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2015,,337.64,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2016,,339.06,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2017,,338.25,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2018,,342.66,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2019,,348.57,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2020,,346.84,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2021,,348.74,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2022,,343.15,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,PT,Portugal,2023,,338.00,,p,provisional,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2015,,693.15,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2016,,694.14,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2017,,695.35,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2018,,698.92,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2019,,705.75,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2020,,712.12,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2021,,720.56,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2022,,727.71,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RO,Romania,2023,,728.43,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2015,,568.57,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2016,,566.62,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2017,,565.46,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2018,,565.77,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2019,,568.97,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2020,,570.17,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2021,,576.57,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2022,,584.02,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,RS,Serbia,2023,,602.47,,d,definition differs (see metadata),,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2015,,233.67,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2016,,226.87,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2017,,217.46,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2018,,212.18,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2019,,207.03,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2020,,204.61,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2021,,200.23,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2022,,189.96,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SE,Sweden,2023,,187.41,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2015,,447.64,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2016,,445.29,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2017,,446.63,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2018,,441.30,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2019,,443.21,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2020,,427.79,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2021,,424.94,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2022,,412.11,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SI,Slovenia,2023,,404.77,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2015,,571.92,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2016,,576.32,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2017,,580.85,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2018,,569.24,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2019,,576.11,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2020,,568.18,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2021,,567.46,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2022,,569.13,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,SK,Slovakia,2023,,566.05,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2015,,255.66,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2016,,265.56,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2017,,275.43,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2018,,282.81,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2019,,287.61,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2020,,301.23,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2021,,302.44,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2022,,308.53,,,,,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),Hospital beds by function and type of care,A,Annual,P_HTHAB,Per hundred thousand inhabitants,HBEDT,Available beds in hospitals (HP.1),TOTAL,Total,TR,Türkiye,2023,,312.44,,,,,
