location_code,time_period,iso3,country_name,pm10_concentration,pm25_concentration,no2_concentration,population,latitude,longitude,city_name,country_code,year,is_missing,pm10_concentration_zscore,pm10_concentration_modified_zscore,pm10_concentration_is_outlier_zscore,pm10_concentration_is_outlier_mod_zscore,pm10_concentration_is_outlier_iqr,pm10_concentration_is_outlier_range,pm10_concentration_is_outlier_temporal,pm10_concentration_yoy_change_pct,iqr_lower,iqr_upper,pm10_concentration_is_any_outlier,pm10_concentration_outlier_methods,pm25_concentration_zscore,pm25_concentration_modified_zscore,pm25_concentration_is_outlier_zscore,pm25_concentration_is_outlier_mod_zscore,pm25_concentration_is_outlier_iqr,pm25_concentration_is_outlier_range,pm25_concentration_is_outlier_temporal,pm25_concentration_yoy_change_pct,pm25_concentration_is_any_outlier,pm25_concentration_outlier_methods,no2_concentration_zscore,no2_concentration_modified_zscore,no2_concentration_is_outlier_zscore,no2_concentration_is_outlier_mod_zscore,no2_concentration_is_outlier_iqr,no2_concentration_is_outlier_range,no2_concentration_is_outlier_temporal,no2_concentration_yoy_change_pct,no2_concentration_is_any_outlier,no2_concentration_outlier_methods
Milano/ITA,2015,ITA,Italy,37.977,28.143,51.785,3140181.0,45.51981176,9.169694118,Milan,IT,2015,False,2.6415828513090496,3.1977077211628613,True,True,True,False,False,,6.592000000000009,52.54399999999999,True,"zscore,mod_zscore,iqr",2.569037656143771,5.28046228391828,True,True,True,False,False,,True,"zscore,mod_zscore,iqr",2.669855087354577,2.5715747848537007,True,True,False,False,False,,True,"zscore,mod_zscore"
Milano/ITA,2016,ITA,Italy,33.902,26.021,47.622,3140181.0,45.52135556,9.169544444,Milan,IT,2016,False,1.9068412190669952,2.338505626758361,False,True,False,False,False,-10.730178792426981,6.592000000000009,52.54399999999999,True,mod_zscore,2.191524405279309,4.53070377160817,True,True,True,False,False,-7.540063248409901,True,"zscore,mod_zscore,iqr",2.1592758508224854,2.088279862306369,True,True,False,False,False,-8.039007434585299,True,"zscore,mod_zscore"
Milano/ITA,2017,ITA,Italy,36.676,27.532,49.363,3140181.0,45.5276875,9.1785125,Milan,IT,2017,False,2.407006443076679,2.9233955923726156,True,True,True,False,False,8.182408117515184,6.592000000000009,52.54399999999999,True,"zscore,mod_zscore,iqr",2.4603380349005164,5.064579884756415,True,True,True,False,False,5.806848314822632,True,"zscore,mod_zscore,iqr",2.3728041839482055,2.2903976764199663,True,True,False,False,False,3.655873335853177,True,"zscore,mod_zscore"
Milano/ITA,2018,ITA,Italy,31.04,22.12,41.758,3140181.0,45.5276875,9.1785125,Milan,IT,2018,False,1.3908091818947836,1.735061112847764,False,False,False,False,False,-15.366997491547618,6.592000000000009,52.54399999999999,False,,1.4975191311877596,3.152377684651649,False,True,True,False,False,-19.65712625308731,True,"mod_zscore,iqr",1.4400741590078832,1.4075108433734946,False,False,False,False,False,-15.406275955675298,False,
Milano/ITA,2019,ITA,Italy,29.426,19.91,40.668,3140181.0,45.5276875,9.1785125,Milan,IT,2019,False,1.099797404118421,1.394753829321662,False,False,False,False,False,-5.199742268041241,6.592000000000009,52.54399999999999,False,,1.1043502883930085,2.3715264536406484,False,True,False,False,False,-9.990958408679928,True,mod_zscore,1.3063889877804074,1.2809695352839934,False,False,False,False,False,-2.610278270032096,False,
Milano/ITA,2020,ITA,Italy,31.226,22.294,35.312,3140181.0,45.5276875,9.1785125,Milan,IT,2020,False,1.4243458551701265,1.7742786808377609,False,False,False,False,False,6.11703935295318,6.592000000000009,52.54399999999999,False,,1.5284745061408305,3.2138564693556826,False,True,True,False,False,11.973882471120035,True,"mod_zscore,iqr",0.6494919445745732,0.659175731497418,False,False,False,False,False,-13.170059998032857,False,
Milano/ITA,2021,ITA,Italy,29.927,20.081,35.463,3140181.0,45.5276875,9.1785125,Milan,IT,2021,False,1.1901300563278125,1.5003882463269762,False,False,False,False,False,-4.159994876064821,6.592000000000009,52.54399999999999,False,,1.1347719499848195,2.4319452592980606,False,True,False,False,False,-9.926437606530914,True,mod_zscore,0.6680116334326918,0.6767057659208264,False,False,False,False,False,0.42761667421840066,False,
Paris/FRA,2015,FRA,France,25.98,16.184,41.52,11017230.0,48.85857568,2.364956757,Paris,FR,2015,False,0.4784674250494345,0.6681745858080648,False,False,False,False,False,,6.592000000000009,52.54399999999999,False,,0.4414782937082836,1.0550324777370348,False,False,False,False,False,,False,,1.4108841858407832,1.3798807228915668,False,False,False,False,False,,False,
Paris/FRA,2016,FRA,France,25.144,15.1,41.109,11017230.0,48.85818056,2.363375,Paris,FR,2016,False,0.32773270000541993,0.49190637699280965,False,False,False,False,False,-3.2178598922247947,6.592000000000009,52.54399999999999,False,,0.24862986583972674,0.6720267155578833,False,False,False,False,False,-6.6979733069698515,False,,1.3604762910017991,1.3321665232358009,False,False,False,False,False,-0.9898843930635892,False,
Paris/FRA,2017,FRA,France,24.293,13.93,41.003,11017230.0,48.85818056,2.363375,Paris,FR,2017,False,0.17429340453597497,0.3124754610815877,False,False,False,False,False,-3.3845052497613715,6.592000000000009,52.54399999999999,False,,0.04048165494838797,0.258634887375589,False,False,False,False,False,-7.748344370860927,False,,1.347475714717292,1.3198606712564547,False,False,False,False,False,-0.25785107883918856,False,
Paris/FRA,2018,FRA,France,24.48,14.008,38.945,11017230.0,48.85818056,2.363375,Paris,FR,2018,False,0.2080103825063468,0.3519038762113159,False,False,False,False,False,0.7697690692792136,6.592000000000009,52.54399999999999,False,,0.05435820234114378,0.2861943425877417,False,False,False,False,False,0.5599425699928107,False,,1.0950682996841319,1.0809413941480208,False,False,False,False,False,-5.019144940614106,False,
Paris/FRA,2019,FRA,France,22.677,12.733,35.476,11017230.0,48.86032286,2.36296,Paris,FR,2019,False,-0.11707898263044482,-0.0282535167239763,False,False,False,False,False,-7.36519607843138,6.592000000000009,52.54399999999999,False,,-0.17246997619428925,-0.16429675222629636,False,False,False,False,False,-9.101941747572805,False,,0.6696060437317348,0.678214974182444,False,False,False,False,False,-8.907433560148936,False,
Paris/FRA,2020,FRA,France,20.249,11.289,27.3,11017230.0,48.85943143,2.362288571,Paris,FR,2020,False,-0.5548587821601896,-0.5401903719912472,False,False,False,False,False,-10.706883626581998,6.592000000000009,52.54399999999999,False,,-0.4293640074140272,-0.6745,False,False,False,False,False,-11.34061101075945,False,,-0.3331553874204118,-0.2709609294320138,False,False,False,False,False,-23.046566692975535,False,
Paris/FRA,2021,FRA,France,21.702,12.885,29.952,11017230.0,48.85943143,2.362288571,Paris,FR,2021,False,-0.2928760602834515,-0.23382947796186257,False,False,False,False,False,7.175662995703513,6.592000000000009,52.54399999999999,False,,-0.14542849922379067,-0.11059114719748576,False,False,False,False,False,14.13765612543183,False,,-0.007895686415581284,0.036917555938038034,False,False,False,False,False,9.714285714285719,False,
Stockholm/SWE,2015,SWE,Sweden,15.504,4.998,24.216,1632798.0,59.35639444,18.01012778,Stockholm,SE,2015,False,-1.4104045600714903,-1.5406600500156291,False,False,False,False,False,,6.592000000000009,52.54399999999999,False,,-1.5485609259759177,-2.897276060764797,False,True,True,False,False,,True,"mod_zscore,iqr",-0.7113985691319114,-0.6289915662650603,False,False,False,False,False,,False,
Stockholm/SWE,2016,SWE,Sweden,17.133,5.444,23.99,1632798.0,59.35419474,18.01357895,Stockholm,SE,2016,False,-1.1166882118696972,-1.19719005939356,False,False,False,False,False,10.506965944272451,6.592000000000009,52.54399999999999,False,,-1.4692155396019548,-2.739692509167102,False,True,True,False,False,8.923569427771106,True,"mod_zscore,iqr",-0.7391167789460488,-0.6552285714285717,False,False,False,False,False,-0.9332672613148407,False,
Stockholm/SWE,2017,SWE,Sweden,15.373,4.757,22.47,1632798.0,59.3523087,17.99403043,Stockholm,SE,2017,False,-1.4340244751202533,-1.568281025320412,False,False,False,False,False,-10.272573396369577,6.592000000000009,52.54399999999999,False,,-1.5914358993304587,-2.9824277108433725,False,True,True,False,False,-12.619397501836893,True,"mod_zscore,iqr",-0.925540136988033,-0.8316898450946648,False,False,False,False,False,-6.335973322217592,False,
Stockholm/SWE,2018,SWE,Sweden,18.207,5.992,23.75,1632798.0,59.35183333,17.99717083,Stockholm,SE,2018,False,-0.9230409694088461,-0.9707402313222875,False,False,False,False,False,18.43491836336435,6.592000000000009,52.54399999999999,False,,-1.3717238989451566,-2.546069669984284,False,True,False,False,False,25.9617405928106,True,mod_zscore,-0.7685520460053092,-0.683090877796902,False,False,False,False,False,5.696484201157093,False,
Stockholm/SWE,2019,SWE,Sweden,16.915,5.668,21.048,1632798.0,59.35109474,18.00218947,Stockholm,SE,2019,False,-1.1559946353859591,-1.2431547358549542,False,False,False,False,False,-7.0961718020541635,6.592000000000009,52.54399999999999,False,,-1.4293649419612198,-2.660547407019381,False,True,False,False,False,-5.407209612817088,True,mod_zscore,-1.0999440943141525,-0.9967740103270228,False,False,False,False,False,-11.376842105263163,False,
Stockholm/SWE,2020,SWE,Sweden,14.443,4.806,15.357,1632798.0,59.35109474,18.00218947,Stockholm,SE,2020,False,-1.6017078414969677,-1.7643688652703962,False,False,False,False,False,-14.614247709133899,6.592000000000009,52.54399999999999,False,,-1.5827185810965476,-2.9651147197485583,False,True,True,False,False,-15.208186309103745,True,"mod_zscore,iqr",-1.797927864456871,-1.6574589500860588,False,False,False,False,False,-27.038198403648806,False,
Stockholm/SWE,2021,SWE,Sweden,14.235,5.157,18.52,1632798.0,59.37837778,18.02133333,Stockholm,SE,2021,False,-1.6392112180629426,-1.8082250703344787,False,False,False,False,False,-1.4401440144014455,6.592000000000009,52.54399999999999,False,,-1.5202741178291463,-2.84109717129387,False,True,True,False,False,7.303370786516861,True,"mod_zscore,iqr",-1.4099955740050314,-1.2902569707401037,False,False,False,False,False,20.5964706648434,False,
