cluster_id,feature_name,mean,median,z_mean
0,URB_CEDUC_TE1026V,77534.76396551724,66950.33499999999,-0.23500827743429945
0,URB_CLMA_EC1010V,35396.730862068966,21124.795,-0.25900529349943885
0,URB_CLMA_EC1177V,388309.83,316217.94,-0.28911777548175643
0,URB_CPOP1_DE1001V,917875.6836065573,738925.62,-0.2741001729373143
0,URB_CPOPCB_DE2009V,167782.45811320757,142142.71,-0.215834672714466
0,URB_CTOUR_CR2001V,4321087.445869566,3163195.565,-0.2512046433399548
0,URB_CTRAN_TT1057I,417.5524074074075,381.35,-0.000586910845464225
0,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,547.6364814814815,576.33,0.05711486948321328
0,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,61.11540983606559,58.08,0.03144180903553303
0,COUNTRY_SDG_11_60,47.80925925925926,42.82,0.00372895256077605
0,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,66.54065573770492,62.92,0.021823181984431093
0,COUNTRY_TRNG_LFSE_01_T_Y25-74,10.511639344262292,7.6,0.007997575248864047
0,WHO_NO2,29.79590163934426,29.48,-0.09535591074360786
0,WHO_PM10,21.51383333333333,20.05,-0.04114748297570619
0,WHO_PM25,12.834500000000002,12.32,-0.04047980554332713
1,URB_CEDUC_TE1026V,701959.62,701959.62,6.195882749895954
1,URB_CLMA_EC1010V,646482.88,646482.88,6.073730774859414
1,URB_CLMA_EC1177V,4491504.5,4491504.5,4.8092377293112945
1,URB_CPOP1_DE1001V,10245958.75,10245958.75,5.244799770130816
1,URB_CPOPCB_DE2009V,2557692.62,2557692.62,6.44845050985052
1,URB_CTOUR_CR2001V,57790018.0,57790018.0,5.351994623813233
1,URB_CTRAN_TT1057I,356.18,356.18,-0.5030231303070645
1,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,576.33,576.33,0.19719970637831669
1,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,80.66,80.66,1.1654877056095077
1,COUNTRY_SDG_11_60,40.32,40.32,-0.5256016878846416
1,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,62.92,62.92,-0.1958416664439736
1,COUNTRY_TRNG_LFSE_01_T_Y25-74,14.31,14.31,0.6593290990315848
1,WHO_NO2,36.47,36.47,0.8938440615166428
1,WHO_PM10,23.5,23.5,0.2854987867191514
1,WHO_PM25,13.73,13.73,0.15108288822102411
2,URB_CEDUC_TE1026V,244730.02199999997,209981.0,1.486919468258682
2,URB_CLMA_EC1010V,204307.35166666668,188744.02000000002,1.4914293746846734
2,URB_CLMA_EC1177V,2070066.24,1660510.165,1.8005203577839262
2,URB_CPOP1_DE1001V,4613770.05,3750715.8899999997,1.9125517965075587
2,URB_CPOPCB_DE2009V,692626.25,682445.0,1.2476967860040455
2,URB_CTOUR_CR2001V,21517368.2775,22607020.055,1.5508547424561723
2,URB_CTRAN_TT1057I,428.51,401.365,0.08911938599369343
2,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,401.512,316.13,-0.656280531694368
2,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,51.71666666666666,57.69,-0.5139063427961604
2,COUNTRY_SDG_11_60,48.674,49.62,0.06484764992054878
2,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,63.03,53.120000000000005,-0.18922873910106594
2,COUNTRY_TRNG_LFSE_01_T_Y25-74,9.35,8.965,-0.19119686486871665
2,WHO_NO2,35.975,35.43,0.8204777489739081
2,WHO_PM10,23.97666666666667,22.65,0.36389169863719273
2,WHO_PM25,14.798333333333334,14.375,0.37961757406310376
