cluster_id,feature_name,mean,median,z_mean
0,URB_CEDUC_TE1026V,68321.24804878049,60088.25,-0.37215152860822637
0,URB_CLMA_EC1010V,33367.74268292683,19866.67,-0.2544599184793675
0,URB_CLMA_EC1177V,333292.80166666664,301654.61,-0.3941165614317102
0,URB_CPOP1_DE1001V,769251.6990697675,671890.33,-0.3995507465876064
0,URB_CPOPCB_DE2009V,155092.26853658535,137911.11,-0.2696357504981616
0,URB_CTOUR_CR2001V,3221288.452142857,3058917.69,-0.3983261216467844
0,URB_CTRAN_TT1057I,378.9469230769231,376.6,-0.3417779279650243
0,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,552.1700000000001,576.33,0.0819149096587787
0,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,67.1946511627907,62.5,0.3971598899195247
0,COUNTRY_SDG_11_60,51.03861111111111,45.055,0.22169661897280543
0,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,66.59348837209302,62.92,6.406238153834066e-05
0,COUNTRY_TRNG_LFSE_01_T_Y25-74,11.723953488372091,10.43,0.23086592874991438
0,WHO_NO2,29.3006976744186,28.88,-0.13582721528491126
0,WHO_PM10,19.03309523809524,18.835,-0.44189863424880826
0,WHO_PM25,11.141428571428571,11.76,-0.4002902302051757
1,URB_CEDUC_TE1026V,223740.85166666665,209602.85499999998,2.2004452046015546
1,URB_CLMA_EC1010V,196724.31833333336,182194.7,2.5933032417507014
1,URB_CLMA_EC1177V,1494437.14,1564616.8,2.4626040916357783
1,URB_CPOP1_DE1001V,3648029.6283333325,3655697.5549999997,2.743614690519048
1,URB_CPOPCB_DE2009V,578273.2,563155.0,2.034516852952104
1,URB_CTOUR_CR2001V,17964970.588,20893426.0,1.9740391620153457
1,URB_CTRAN_TT1057I,479.0183333333334,504.865,0.4736290832644457
1,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,387.2816666666667,316.13,-0.716504049161386
1,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,47.43999999999999,44.86,-0.7438975681986822
1,COUNTRY_SDG_11_60,48.83166666666667,49.62,0.0666708061102557
1,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,63.39333333333334,53.120000000000005,-0.19259061034580469
1,COUNTRY_TRNG_LFSE_01_T_Y25-74,8.386666666666667,7.5,-0.3357103072144119
1,WHO_NO2,34.830000000000005,33.08,0.6876435785850128
1,WHO_PM10,26.25,24.905,0.7280726722152245
1,WHO_PM25,15.740000000000002,14.42,0.5695758642281642
2,URB_CEDUC_TE1026V,111459.898,114089.0,0.34190478961813064
2,URB_CLMA_EC1010V,39541.31833333333,37251.775,-0.14683718438297447
2,URB_CLMA_EC1177V,752551.7366666667,807329.83,0.6373707559131131
2,URB_CPOP1_DE1001V,1539885.6849999998,1640850.5,0.4418584099204419
2,URB_CPOPCB_DE2009V,328838.6566666667,355380.5,0.6763855911667045
2,URB_CTOUR_CR2001V,12922110.083333334,12811853.0,1.162606367860999
2,URB_CTRAN_TT1057I,337.276,345.14,-0.6813230863100915
2,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,518.8533333333334,516.125,-0.07941038106135627
2,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,67.42,62.275,0.4101763673686566
2,COUNTRY_SDG_11_60,49.98666666666667,49.754999999999995,0.14780325795197805
2,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,75.66666666666667,73.76,0.5462845341294965
2,COUNTRY_TRNG_LFSE_01_T_Y25-74,12.9,8.2,0.43052512541932547
2,WHO_NO2,28.018333333333334,27.52,-0.3268078345030744
2,WHO_PM10,20.669999999999998,19.520000000000003,-0.1765311857337407
2,WHO_PM25,11.313333333333334,11.785,-0.3640344923890384
3,URB_CEDUC_TE1026V,92704.60454545455,84078.5,0.03145613611248198
3,URB_CLMA_EC1010V,23608.323,20800.6,-0.4245939686552294
3,URB_CLMA_EC1177V,327084.466,340638.4,-0.4093907010323037
3,URB_CPOP1_DE1001V,974318.4827272728,784129.2,-0.1756505908518056
3,URB_CPOPCB_DE2009V,87958.866,76003.0,-0.6351664082672273
3,URB_CTOUR_CR2001V,2480536.8654545452,1817345.5,-0.5175184191938872
3,URB_CTRAN_TT1057I,610.3555555555556,634.75,1.5437977913999732
3,COUNTRY_HLTH_RS_BDS1_HBEDT_TOTAL,569.5454545454546,642.6,0.16604998487458483
3,COUNTRY_ISOC_CIEGI_AC_I_IUGOV12_IND_TOTAL,36.591818181818184,43.18,-1.3705043692326724
3,COUNTRY_SDG_11_60,35.88818181818183,35.22,-0.8425384243085827
3,COUNTRY_SDG_17_60_VHCN_FX_TOTAL,63.38363636363638,69.34,-0.1931743841007597
3,COUNTRY_TRNG_LFSE_01_T_Y25-74,4.743636363636364,4.56,-0.9541930768614368
3,WHO_NO2,32.45636363636363,33.46,0.3341414357054163
3,WHO_PM10,30.31090909090909,30.41,1.3864085199600964
3,WHO_PM25,19.754545454545454,21.01,1.4162674034166012
