geo_code,cluster_id,membership_prob
BE001C,0,0.9925616569856748
BE002C,0,0.9999999228119373
BG001C,3,0.999999993298406
CH002C,0,0.9999998282536572
CZ001C,0,0.9998407628292608
DE001C,1,1.0
DE002C,2,0.9999994503836493
DE003C,2,0.9999998924858589
DE004C,0,0.9999847634979264
DE005C,0,0.9412792073408707
DE006C,0,0.9999937260713816
DE007C,0,0.9999990423609015
DE008C,0,0.9999999592251293
DE009C,0,0.9999999564611041
DE010C,0,0.9999948898157268
DE011C,0,0.9999996562247362
DE012C,0,0.9999999825994675
DE013C,0,0.9999999920860745
DE014C,0,0.9999987278975029
DE080C,0,0.9999954683749076
ES001C,1,1.0
ES002C,1,1.0
ES003C,0,0.9999920321460358
ES004C,0,0.9999549348704255
ES005C,0,0.9999999998307434
ES006C,0,0.9999999924235876
ES019C,0,0.9999999993945607
FI001C,0,0.9999999703460465
FR002C,0,0.9999301965699451
FR003C,0,0.9999999997377884
FR004C,0,0.9999999987835189
FR005C,0,0.9999999969734468
FR006C,0,0.9999999996125037
FR007C,0,0.9999999999960529
HR001C,3,0.9999773020002853
HU001C,2,0.9993864985545302
IE001C,0,0.9999999987394403
IT001C,1,1.0
IT002C,1,1.0
IT003C,1,0.9999999409552505
IT004C,3,0.9999999999974207
IT005C,3,0.9999992656236106
IT006C,3,0.9998620772613892
LT001C,0,0.9999976668850014
LV001C,0,0.9999999968284037
NL001C,0,0.9999965498874355
NL017C,2,0.9999999638295349
NL037C,0,0.9999985234728321
NO001C,0,0.9999999876569526
PL001C,3,0.9999999987778061
PL002C,3,0.9999999999749694
PL003C,3,0.9999999998727418
PL004C,3,0.9999999999186127
PL005C,3,0.999999999977927
PT001C,2,0.9999765019241728
PT002C,0,0.9999926862389446
RO001C,3,0.9999999783325964
SE001C,2,0.9999994268286168
SE002C,0,0.999994746710694
UK002C,0,0.999999983006486
UK003C,0,0.9999999791306478
UK004C,0,0.9999999996673736
UK005C,0,0.9999996806386461
UK007C,0,0.9999999999200462
UK008C,0,0.9999999998077929
UK010C,0,0.9999999933693235
